@@@0001	sound	cmpci	CMD8338	C3D Audio	HAS_OPL3|HAS_DMA16
PNP090A	unknown	unknown	ATI	Ultra Pro/Plus (Mach 32)	unknown
PNP090B	unknown	unknown	ATI	Ultra (Mach 8)	unknown
PNP090C	unknown	unknown	XGA	Compatible	unknown
PNP090D	unknown	unknown	ATI	VGA Wonder	unknown
PNP090E	unknown	unknown	Weitek	P9000 Graphics Adapter	unknown
PNP090F	unknown	unknown	Oak Technology	VGA	unknown
PNP0910	unknown	unknown	Compaq	QVision	unknown
PNP0911	unknown	unknown	IBM	XGA/2	unknown
PNP0912	unknown	unknown	Tseng Labs	W32/W32i/W32p	unknown
PNP0913	unknown	unknown	S3 Inc.	801/928/964	unknown
PNP0914	unknown	unknown	Cirrus Logic	5429/5434 (memory mapped)	unknown
PNP0915	unknown	unknown	Compaq	Advanced VGA (AVGA)	unknown
PNP0916	unknown	unknown	ATI	Ultra Pro Turbo (Mach64)	unknown
PNP0917	unknown	unknown	Unknown	Reserved by Microsoft	unknown
PNP0918	unknown	unknown	Matrox	MGA	unknown
PNP0919	unknown	unknown	Compaq	QVision 2000	unknown
PNP091A	unknown	unknown	Tseng	W128	unknown
PNP0930	unknown	unknown	Chips & Technologies	Super VGA	unknown
PNP0931	unknown	unknown	Chips & Technologies	Accelerator	unknown
PNP0940	unknown	unknown	NCR	77c22e Super VGA	unknown
PNP0941	unknown	unknown	NCR	77c32blt	unknown
PNP09FF	unknown	unknown	Unknown	Plug and Play Monitors (VESA DDC)	unknown
PNP0A00	unknown	unknown	ISA	Bus	unknown
PNP0A01	unknown	unknown	EISA	Bus	unknown
PNP0A02	unknown	unknown	MCA	Bus	unknown
PNP0A03	unknown	unknown	PCI	Bus	unknown
PNP0A04	unknown	unknown	VESA/VL	Bus	unknown
PNP0A05	unknown	unknown	Generic ACPI	Bus	unknown
PNP0A06	unknown	unknown	Generic ACPI	Extended-IO Bus (EIO bus)	unknown
PNP0B00	unknown	unknown	AT	Real-Time Clock	unknown
PNP0C00	unknown	unknown	Unknown	Plug and Play BIOS 	unknown
PNP0C01	unknown	unknown	Unknown	System Board	unknown
PNP0C02	unknown	unknown	Unknown	Motherboard registers	unknown
PNP0C03	unknown	unknown	Unknown	Plug and Play BIOS Event Notification Interrupt	unknown
PNP0C04	unknown	unknown	Unknown	Math Coprocessor	unknown
PNP0C05	unknown	unknown	APM	BIOS (Version independent)	unknown
PNP0C06	unknown	unknown	Unknown	Reserved for early Plug and Play BIOS implementation	unknown
PNP0C07	unknown	unknown	Unknown	Reserved for early Plug and Play BIOS implementation	unknown
PNP0C08	unknown	unknown	ACPI	system board hardware	unknown
PNP0C09	unknown	unknown	ACPI	Embedded Controller	unknown
PNP0C0A	unknown	unknown	ACPI	Control Method Battery	unknown
PNP0C0B	unknown	unknown	ACPI	Fan	unknown
PNP0C0C	unknown	unknown	ACPI	power button device	unknown
PNP0C0D	unknown	unknown	ACPI	lid device	unknown
PNP0C0E	unknown	unknown	ACPI	sleep button device	unknown
PNP0C0F	unknown	unknown	PCI	interrupt link device	unknown
PNP0C10	unknown	unknown	ACPI	system indicator device	unknown
PNP0C11	unknown	unknown	ACPI	thermal zone	unknown
PNP0C12	unknown	unknown	Unknown	Device Bay Controller	unknown
PNP0CF0	unknown	unknown	Compaq	LTE Lite Support	unknown
PNP0CF1	unknown	unknown	Compaq	LTE Elite Support	unknown
PNP0E00	unknown	unknown	Intel	82365-Compatible PCMCIA Controller	unknown
PNP0E01	unknown	unknown	Cirrus Logic	CL-PD6720 PCMCIA Controller	unknown
PNP0E02	unknown	unknown	VLSI	VL82C146 PCMCIA Controller	unknown
PNP0E03	unknown	unknown	Intel	82365-compatible CardBus controller	unknown
PNP0F00	unknown	unknown	Microsoft	Bus Mouse	unknown
PNP0F01	unknown	unknown	Microsoft	Serial Mouse	unknown
PNP0F02	unknown	unknown	Microsoft	InPort Mouse	unknown
PNP0F03	unknown	unknown	Microsoft	PS/2-style Mouse	unknown
PNP0F04	unknown	unknown	Mouse Systems	Mouse	unknown
PNP0F05	unknown	unknown	Mouse Systems	3-Button Mouse (COM2)	unknown
PNP0F06	unknown	unknown	Genius	Mouse (COM1)	unknown
PNP0F07	unknown	unknown	Genius	Mouse (COM2)	unknown
PNP0F08	unknown	unknown	Logitech	Serial Mouse	unknown
PNP0F09	unknown	unknown	Microsoft	BallPoint Serial Mouse	unknown
PNP0F0A	unknown	unknown	Microsoft	Plug and Play Mouse	unknown
PNP0F0B	unknown	unknown	Microsoft	Plug and Play BallPoint Mouse	unknown
PNP0F0C	unknown	unknown	Microsoft-compatible	Serial Mouse	unknown
PNP0F0D	unknown	unknown	Microsoft-compatible	InPort-compatible Mouse	unknown
PNP0F0E	unknown	unknown	Microsoft-compatible	PS/2-style Mouse	unknown
PNP0F0F	unknown	unknown	Microsoft-compatible	Serial BallPoint-compatible Mouse	unknown
PNP0F10	unknown	unknown	Texas Instruments	QuickPort Mouse	unknown
PNP0F11	unknown	unknown	Microsoft-compatible	Bus Mouse	unknown
PNP0F12	unknown	unknown	Logitech	PS/2-style Mouse	unknown
PNP0F13	unknown	unknown	Unknown	PS/2 Port for PS/2-style Mice	unknown
PNP0F14	unknown	unknown	Microsoft	Kids Mouse	unknown
PNP0F15	unknown	unknown	Logitech	bus mouse	unknown
PNP0F16	unknown	unknown	Logitech	SWIFT device	unknown
PNP0F17	unknown	unknown	Logitech-compatible	serial mouse	unknown
PNP0F18	unknown	unknown	Logitech-compatible	bus mouse	unknown
PNP0F19	unknown	unknown	Logitech-compatible	PS/2-style Mouse	unknown
PNP0F1A	unknown	unknown	Logitech-compatible	SWIFT Device	unknown
PNP0F1B	unknown	unknown	HP	Omnibook Mouse	unknown
PNP0F1C	unknown	unknown	Compaq	LTE Trackball PS/2-style Mouse	unknown
PNP0F1D	unknown	unknown	Compaq	LTE Trackball Serial Mouse	unknown
PNP0F1E	unknown	unknown	Microsoft	Kids Trackball Mouse	unknown
PNP0F1F	unknown	unknown	Unknown	Reserved by Microsoft Input Device Group	unknown
PNP0F20	unknown	unknown	Unknown	Reserved by Microsoft Input Device Group	unknown
PNP0F21	unknown	unknown	Unknown	Reserved by Microsoft Input Device Group	unknown
PNP0F22	unknown	unknown	Unknown	Reserved by Microsoft Input Device Group	unknown
PNP0F23	unknown	unknown	Unknown	Reserved by Microsoft Input Device Group	unknown
PNP0FFF	unknown	unknown	Unknown	Reserved by Microsoft Systems	unknown
PNP8000	unknown	unknown	Unknown	Network Adapter	unknown
PNP8001	unknown	unknown	Novell/Anthem	NE3200	unknown
PNP8004	unknown	unknown	Compaq	NE3200	unknown
PNP8006	unknown	unknown	Intel	EtherExpress/32	unknown
PNP8008	unknown	unknown	HP	EtherTwist EISA LAN Adapter/32 (HP27248A)	unknown
PNP8065	unknown	unknown	Ungermann-Bass	NIUps or NIUps/EOTP	unknown
PNP8072	unknown	unknown	DEC (DE211)	EtherWorks MC/TP	unknown
PNP8073	unknown	unknown	DEC (DE212)	EtherWorks MC/TP_BNC	unknown
PNP8074	unknown	unknown	HP	MC LAN Adapter/16 TP (PC27246)	unknown
PNP8078	unknown	unknown	DCA	10 Mb MCA	unknown
PNP807F	unknown	unknown	Racal	NI9210	unknown
PNP8081	unknown	unknown	Pure Data	Ethernet	unknown
PNP8096	unknown	unknown	Thomas-Conrad	TC4046	unknown
PNP80C9	unknown	unknown	IBM	Token Ring	unknown
PNP80CA	unknown	unknown	IBM	Token Ring II	unknown
PNP80CB	unknown	unknown	IBM	Token Ring II/Short	unknown
PNP80CC	unknown	unknown	IBM	Token Ring 4/16Mbs	unknown
PNP80D3	unknown	unknown	Novell/Anthem	NE1000	unknown
PNP80D4	ethernet	ne	Novell/Anthem	NE2000	unknown
PNP80D5	unknown	unknown	Unknown	NE1000 Compatible	unknown
PNP80D6	ethernet	ne	Unknown	NE2000 Compatible	unknown
PNP80D7	unknown	unknown	Novell/Anthem	NE1500T	unknown
PNP80D8	unknown	unknown	Novell/Anthem	NE2100	unknown
PNP80D9	ethernet	ne	Unknown	NE2000 Plus	unknown
PNP80DD	unknown	unknown	SMC	ARCNETPC	unknown
PNP80DE	unknown	unknown	SMC	ARCNET PC100, PC200	unknown
PNP80DF	unknown	unknown	SMC	ARCNET PC110, PC210, PC250	unknown
PNP80E0	unknown	unknown	SMC	ARCNET PC130/E	unknown
PNP80E1	unknown	unknown	SMC	ARCNET PC120, PC220, PC260	unknown
PNP80E2	unknown	unknown	SMC	ARCNET PC270/E	unknown
PNP80E5	unknown	unknown	SMC	ARCNET PC600W, PC650W	unknown
PNP80E7	unknown	unknown	DEC	DEPCA	unknown
PNP80E8	unknown	unknown	DEC	(DE100) EtherWorks LC	unknown
PNP80E9	unknown	unknown	DEC	(DE200) EtherWorks Turbo	unknown
PNP80EA	unknown	unknown	DEC	(DE101) EtherWorks LC/TP	unknown
PNP80EB	unknown	unknown	DEC	(DE201) EtherWorks Turbo/TP	unknown
PNP80EC	unknown	unknown	DEC	(DE202) EtherWorks Turbo/TP_BNC	unknown
PNP80ED	unknown	unknown	DEC	(DE102) EtherWorks LC/TP_BNC	unknown
PNP80EE	unknown	unknown	DEC	EE101 (Built-In)	unknown
PNP80EF	unknown	unknown	DECpc	433 WS (Built-In)	unknown
PNP80F1	unknown	unknown	3Com	EtherLink Plus	unknown
PNP80F3	unknown	unknown	3Com	EtherLink II or IITP (8 or 16-bit)	unknown
PNP80F4	unknown	unknown	3Com	TokenLink	unknown
PNP80F6	unknown	unknown	3Com	EtherLink 16	unknown
PNP80F7	unknown	unknown	3Com	EtherLink III	unknown
PNP80F8	unknown	unknown	3Com	Generic Etherlink Plug and Play Device	unknown
PNP80FB	unknown	unknown	Thomas	Conrad TC6045	unknown
PNP80FC	unknown	unknown	Thomas	Conrad TC6042	unknown
PNP80FD	unknown	unknown	Thomas	Conrad TC6142	unknown
PNP80FE	unknown	unknown	Thomas	Conrad TC6145	unknown
PNP80FF	unknown	unknown	Thomas	Conrad TC6242	unknown
PNP8100	unknown	unknown	Thomas	Conrad TC6245	unknown
PNP8101	unknown	unknown	Thomas	Conrad TC4045	unknown
PNP8104	unknown	unknown	Thomas	Conrad TC4035	unknown
PNP8105	unknown	unknown	DCA	10 MB	unknown
PNP8106	unknown	unknown	DCA	10 MB Fiber Optic	unknown
PNP8107	unknown	unknown	DCA	10 MB Twisted Pair	unknown
PNP8113	unknown	unknown	Racal	NI6510	unknown
PNP8114	unknown	unknown	Racal	NI5210/8 or NI5210/16	unknown
PNP8119	unknown	unknown	UB	pcNIU	unknown
PNP811A	unknown	unknown	UB	pcNIU/ex 128K	unknown
PNP811B	unknown	unknown	UB	pcNIU/ex 512K	unknown
PNP811C	unknown	unknown	Ungermann-Bass	NIUpc	unknown
PNP811D	unknown	unknown	UB	NIUpc/3270	unknown
PNP8120	unknown	unknown	Ungermann-Bass	NIUpc/EOTP	unknown
PNP8123	unknown	unknown	SMC	StarCard PLUS (WD/8003S)	unknown
PNP8124	unknown	unknown	SMC	StarCard PLUS With On Board Hub (WD/8003SH)	unknown
PNP8125	unknown	unknown	SMC	EtherCard PLUS (WD/8003E)	unknown
PNP8126	unknown	unknown	SMC	EtherCard PLUS With Boot ROM Socket (WD/8003EBT)	unknown
PNP8127	unknown	unknown	SMC	EtherCard PLUS With Boot ROM Socket (WD/8003EB)	unknown
PNP8128	unknown	unknown	SMC	EtherCard PLUS TP (WD/8003WT)	unknown
PNP812A	unknown	unknown	SMC	EtherCard PLUS 16 With Boot ROM Socket (WD/8013EBT)	unknown
PNP812D	unknown	unknown	Intel	EtherExpress 16 or 16TP	unknown
PNP812F	unknown	unknown	Intel	TokenExpress 16/4	unknown
PNP8130	unknown	unknown	Intel	TokenExpress MCA 16/4	unknown
PNP8132	unknown	unknown	Intel	EtherExpress 16 (MCA)	unknown
PNP8133	unknown	unknown	Compaq	Ethernet 16E	unknown
PNP8137	unknown	unknown	Artisoft	AE-1	unknown
PNP8138	unknown	unknown	Artisoft	AE-2 or AE-3	unknown
PNP8141	unknown	unknown	Amplicard	AC 210/XT	unknown
PNP8142	unknown	unknown	Amplicard	AC 210/AT	unknown
PNP814B	unknown	unknown	Everex	SpeedLink /PC16 (EV2027)	unknown
PNP8155	unknown	unknown	HP	PC LAN Adapter/8 TP (HP27245)	unknown
PNP8156	unknown	unknown	HP	PC LAN Adapter/16 TP (HP27247A)	unknown
PNP8157	unknown	unknown	HP	PC LAN Adapter/8 TL (HP27250)	unknown
PNP8158	unknown	unknown	HP	PC LAN Adapter/16 TP Plus (HP27247B)	unknown
PNP8159	unknown	unknown	HP	PC LAN Adapter/16 TL Plus (HP27252)	unknown
PNP815F	unknown	unknown	National Semiconductor	Ethernode *16AT	unknown
PNP8160	unknown	unknown	National Semiconductor	AT/LANTIC EtherNODE 16-AT3	unknown
PNP8169	unknown	unknown	NCR	StarCard	unknown
PNP816A	unknown	unknown	NCR	Token-Ring 4 Mbs ISA	unknown
PNP816B	unknown	unknown	NCR	WaveLAN AT	unknown
PNP816C	unknown	unknown	NCR	WaveLan MC	unknown
PNP816D	unknown	unknown	NCR	Token-Ring 16/4 Mbs ISA	unknown
PNP8191	unknown	unknown	Olicom	16/4 Token-Ring Adapter	unknown
PNP81A5	unknown	unknown	Unknown	Research Machines Ethernet	unknown
PNP81B9	unknown	unknown	Toshiba	ToshibaLAN (internal)	unknown
PNP81C3	unknown	unknown	SMC	EtherCard PLUS Elite (WD/8003EP)	unknown
PNP81C4	unknown	unknown	SMC	EtherCard PLUS 10T (WD/8003W)	unknown
PNP81C5	unknown	unknown	SMC	EtherCard PLUS Elite 16 (WD/8013EP)	unknown
PNP81C6	unknown	unknown	SMC	EtherCard PLUS Elite 16T (WD/8013W)	unknown
PNP81C7	unknown	unknown	SMC	EtherCard PLUS Elite 16 Combo (WD/8013EW or 8013EWC)	unknown
PNP81C8	unknown	unknown	SMC	EtherElite Ultra 16	unknown
PNP81C9	unknown	unknown	SMC	TigerCard (8216L, 8216LC, 8216LT)	unknown
PNP81CA	unknown	unknown	SMC	EtherEZ (8416)	unknown
PNP81D7	unknown	unknown	Madge Smart	16/4 PC Ringnode	unknown
PNP81D8	unknown	unknown	Madge Smart	16/4 Ringnode ISA	unknown
PNP81E4	unknown	unknown	Pure Data	PDI9025-32 (Token Ring)	unknown
PNP81E6	unknown	unknown	Pure Data	PDI508+ (ArcNet)	unknown
PNP81E7	unknown	unknown	Pure Data	PDI516+ (ArcNet)	unknown
PNP81EB	unknown	unknown	Proteon	Token Ring (P1390)	unknown
PNP81EC	unknown	unknown	Proteon	Token Ring (P1392)	unknown
PNP81ED	unknown	unknown	Proteon	ISA Token Ring (1340)	unknown
PNP81EE	unknown	unknown	Proteon	ISA Token Ring (1342)	unknown
PNP81EF	unknown	unknown	Proteon	ISA Token Ring (1346)	unknown
PNP81F0	unknown	unknown	Proteon	ISA Token Ring (1347)	unknown
PNP81FF	unknown	unknown	Cabletron	E2000 Series DNI	unknown
PNP8200	unknown	unknown	Cabletron	E2100 Series DNI	unknown
PNP8201	unknown	unknown	Cabletron	T2015 4/16 Mbit/s DNI	unknown
PNP8209	unknown	unknown	Zenith Data Systems	Z-Note	unknown
PNP820A	ethernet	ne	Zenith Data Systems	NE2000-Compatible	unknown
PNP8213	unknown	unknown	Xircom	Pocket Ethernet II	unknown
PNP8214	unknown	unknown	Xircom	Pocket Ethernet I	unknown
PNP8215	unknown	unknown	Xircom	Pocket Ethernet III Adapter	unknown
PNP821D	unknown	unknown	RadiSys	EXM-10	unknown
PNP8227	unknown	unknown	SMC 3000	Series	unknown
PNP8228	unknown	unknown	SMC 91C2	controller	unknown
PNP8231	unknown	unknown	Advanced Micro Devices	AM2100/AM1500T	unknown
PNP824F	unknown	unknown	RCE	10Base-T (16 bit)	unknown
PNP8250	unknown	unknown	RCE	10Base-T (8 bit)	unknown
PNP8263	unknown	unknown	Tulip	NCC-16	unknown
PNP8277	unknown	unknown	Exos	105	unknown
PNP828A	unknown	unknown	Intel	'595 based Ethernet	unknown
PNP828B	unknown	unknown	TI2000-style	Token Ring	unknown
PNP828C	unknown	unknown	AMD	PCNet Family cards	unknown
PNP828D	unknown	unknown	AMD	PCNet32 (VL version)	unknown
PNP8294	unknown	unknown	IrDA	Infrared NDIS driver (Microsoft-supplied)	unknown
PNP82BD	unknown	unknown	IBM	PCMCIA-NIC	unknown
PNP82C0	ethernet	ne	Eagle Technology	NE200T	unknown
PNP82C2	unknown	unknown	Xircom	CE10	unknown
PNP82C3	unknown	unknown	Xircom	CEM2	unknown
PNP82C4	unknown	unknown	Xircom	CE2	unknown
PNP8321	unknown	unknown	DEC	Ethernet (All Types)	unknown
PNP8323	unknown	unknown	SMC	EtherCard (All Types except 8013/A)	unknown
PNP8324	unknown	unknown	ARCNET	Compatible	unknown
PNP8325	unknown	unknown	SMC	TokenCard PLUS (8115T)	unknown
PNP8326	unknown	unknown	Thomas	Conrad (All Arcnet Types)	unknown
PNP8327	unknown	unknown	IBM	Token Ring (All Types)	unknown
PNP8328	unknown	unknown	UB	NIU	unknown
PNP8329	unknown	unknown	Proteon	ProNET-4/16 ISA Token Ring (P1392+,P1392,1390)	unknown
PNP8385	unknown	unknown	Remote	Network Access Driver	unknown
PNP8387	unknown	unknown	RNA	Point-to-point Protocol Driver	unknown
PNP8388	unknown	unknown	Unknown	Reserved for Microsoft Networking components	unknown
PNP8389	unknown	unknown	Peer	IrLAN infrared driver (Microsoft-supplied)	unknown
PNP8390	unknown	unknown	Unknown	Generic network adapter	unknown
PNP9000	modem	unknown	Unknown	Modem	unknown
PNPA000	unknown	unknown	Adaptec	154x compatable SCSI controoler	unknown
PNPA001	unknown	unknown	Adaptec	174x compatable SCSI controller	unknown
PNPA002	unknown	unknown	Future Domain	16-700 compatible controller	unknown
PNPA003	unknown	unknown	Panasonic	proprietary CD-ROM adapter (SBPro/SB16)	unknown
PNPA01B	unknown	unknown	Trantor	128 SCSI Controller	unknown
PNPA01D	unknown	unknown	Trantor	T160 SCSI Controller	unknown
PNPA01E	unknown	unknown	Trantor	T338 Parallel SCSI controller	unknown
PNPA01F	unknown	unknown	Trantor	T348 Parallel SCSI controller	unknown
PNPA020	unknown	unknown	Trantor	Media Vision SCSI controller	unknown
PNPA022	unknown	unknown	Always	IN-2000 SCSI controller	unknown
PNPA02B	unknown	unknown	Sony	proprietary CD-ROM controller	unknown
PNPA02D	unknown	unknown	Trantor	T13b 8-bit SCSI controller	unknown
PNPA02F	unknown	unknown	Trantor	T358 Parallel SCSI controller	unknown
PNPA030	unknown	unknown	Mitsumi	LU-005 Single Speed CD-ROM controller + drive	unknown
PNPA031	unknown	unknown	Mitsumi	FX-001 Single Speed CD-ROM controller + drive	unknown
PNPA032	unknown	unknown	Mitsumi	FX-001 Double Speed CD-ROM controller + drive	unknown
PNPB000	sound	sb	Creative Labs	Sound Blaster 1.5 sound device	unknown
PNPB001	sound	sb	Creative Labs	Sound Blaster 2.0 sound device	unknown
PNPB002	sound	sb	Creative Labs	Sound Blaster Pro sound device	unknown
PNPB003	sound	sb	Creativer Labs	Sound Blaster 16 sound device	unknown
PNPB004	sound	unknown	Generic	Thunderboard-compatible sound device	unknown
PNPB005	unknown	unknown	Unknown	Adlib-compatible FM synthesizer device	unknown
PNPB006	unknown	unknown	Unknown	MPU401 compatible 	unknown
PNPB007	unknown	unknown	Microsoft Windows	Sound System-compatible sound device	unknown
PNPB008	unknown	unknown	Compaq	Business Audio	unknown
PNPB009	unknown	unknown	Plug and Play Microsoft Windows	Sound System Device	unknown
PNPB00A	unknown	unknown	MediaVision	Pro Audio Spectrum (Trantor SCSI enabled, Thunder Chip Disabled)	unknown
PNPB00B	unknown	unknown	MediaVision	Pro Audio 3D	unknown
PNPB00C	unknown	unknown	MusicQuest	MQX-32M	unknown
PNPB00D	unknown	unknown	MediaVision	Pro Audio Spectrum Basic (No Trantor SCSI, Thunder Chip Enabled)	unknown
PNPB00E	unknown	unknown	MediaVision	Pro Audio Spectrum (Trantor SCSI enabled, Thunder Chip Enabled)	unknown
PNPB00F	unknown	unknown	MediaVision	Jazz-16 chipset (OEM Versions)	unknown
PNPB010	unknown	unknown	Auravision	VxP500 chipset - Orchid Videola	unknown
PNPB018	unknown	unknown	MediaVision	Pro Audio Spectrum 8-bit	unknown
PNPB019	unknown	unknown	MediaVision	Pro Audio Spectrum Basic (no Trantor SCSI, Thunder chip Disabled)	unknown
PNPB020	unknown	unknown	Yamaha	OPL3-compatible FM synthesizer device	unknown
PNPB02F	joystick	unknown	Unknown	Joystick/Game port	unknown
PNPB077	sound	mad16	OAK	Mozart Sound System	HAS_MPU401|HAS_DMA16	
PNPB078	unknown	unknown	OAK	Mozart Sound System MPU-401	unknown
PNPC000	modem	unknown	Compaq	14400 Modem (TBD)	unknown
PNPC001	modem	unknown	Compaq	2400/9600 Modem (TBD)	unknown
PNPD300	unknown	unknown	SK-NET	TR4/16+ Token-Ring	unknown
PNPE000	unknown	unknown	SK-NET	G16, G16/TP Ethernet	unknown
PNPF000	unknown	unknown	SK-NET	FDDI-FI FDDI LAN	unknown
PNPFFFF	unknown	unknown	Non-PnP	Device(s) Resource(s) (Added by Windows 95)	unknown
PRO6000	unknown	unknown	Proteon	ProNET-4/16 EISA Token Ring (P1990)	unknown
PRO6001	unknown	unknown	Proteon	ProNET-4/16 EISA Token Ring (P1990)	unknown
PRO6002	unknown	unknown	Proteon	ProNET-4/16 EISA Token Ring (P1990) Plus	unknown
RII0100	unknown	unknown	Racal	InterLAN ES3210 Network Adapter	unknown
RII0101	unknown	unknown	Racal	ES3210 EISA Adapter	unknown
RSS0251	modem	unknown	Rockwell	K56Flex Plug-and-Play	unknown
RSS0262	modem	unknown	WiseCom	5614Jx3[G] V90+K56Flex Internal Modem	unknown	
ROK0010	unknown	unknown	Rockwell	RCV144ACF DP V.32b CK2	unknown
RTI1600	unknown	unknown	RT1600/E	SCSI Miniport Driver	unknown
RTL8019	ethernet	ne	Realtek	RTL8019 Ethernet NIC	unknown
RTL8029	ethernet	ne	Realtek	RTL8029 Ethernet NIC	unknown
SAM0000	unknown	unknown	Samsung	SyncMaster 3Ne	unknown
SAM0100	unknown	unknown	Samsung	SyncMaster 4S	unknown
SAM1530	unknown	unknown	Samsung	SyncMaster 15GLsi	unknown
SAM1C53	unknown	unknown	Samsung	SyncMaster 500(M)b	unknown
SAM1C54	unknown	unknown	Samsung	SAMTRON 5(M)B	unknown
SAM1C73	unknown	unknown	Samsung	SyncMaster 500(M)p	unknown
SAM1CB3	unknown	unknown	Samsung	SyncMaster 700(M)s	unknown
SAM1CB4	unknown	unknown	Samsung	SAMTRON 7(M)E	unknown
SAM1D13	unknown	unknown	Samsung	SyncMaster 700(M)p	unknown
SAM1D73	unknown	unknown	Samsung	SyncMaster 500(M)s	unknown
SAM1D74	unknown	unknown	Samsung	SAMTRON 5(M)E	unknown
SAM1DB3	unknown	unknown	Samsung	SyncMaster 700(M)b	unknown
SAM1DB4	unknown	unknown	Samsung	SAMTRON 7(M)B	unknown
SAM1F13	unknown	unknown	Samsung	SyncMaster 1000p	unknown
SAM4610	unknown	unknown	Samsung	SyncMaster 21GLs	unknown
SAM4613	unknown	unknown	Samsung	SyncMaster 3Ne/4S	unknown
SAM4690	unknown	unknown	Samsung	SyncMaster 20GLsi	unknown
SAM4D50	unknown	unknown	Samsung	SyncMaster 15GLe	unknown
SAM4D51	unknown	unknown	Samsung	SyncMaster 15GLi	unknown
SAM4D52	unknown	unknown	Samsung	SyncMaster 15M	unknown
SAM4D53	unknown	unknown	Samsung	CMQ5387L	unknown
SAM4D70	unknown	unknown	Samsung	SyncMaster 17GLi	unknown
SAM4D71	unknown	unknown	Samsung	SyncMaster 17GLsi	unknown
SAM4D72	unknown	unknown	Samsung	SyncMaster 6Ne	unknown
SAM4D73	unknown	unknown	Samsung	SyncMaster 17GLi	unknown
SAM4D74	unknown	unknown	Samsung	SyncMaster 17GLsi	unknown
SAM4EED	unknown	unknown	Samsung	SyncMaster 2400(U)W (SWM400*)	unknown
SAM5450	unknown	unknown	Samsung	SyncMaster 15Me	unknown
SAM6024	unknown	unknown	Samsung	SyncMaster 400TFT (LXA41*)	unknown
SAM6D20	unknown	unknown	Samsung	SyncMaster 15GLe	unknown
SCM0469	unknown	unknown	SCM	SwapBox Family PnP PCMCIA	unknown
SDI1428	unknown	unknown	Samtron	SC-428PT/PTL	unknown
SDI1528	unknown	unknown	Samtron	SC-528TXL	unknown
SDI1529	unknown	unknown	Samtron	SC-528UXL	unknown
SDI1530	unknown	unknown	Samtron	SC-528MXLJ	unknown
SDI4690	unknown	unknown	Samtron	SC-208DXL+	unknown
SDI4D70	unknown	unknown	Samtron	SC-728FXL	unknown
SDI4D71	unknown	unknown	Samtron	SC-726GXL	unknown
SDI4D73	unknown	unknown	Samtron	SC-728FXLJ	unknown
SDI5451	unknown	unknown	Samtron	SC-528MDL	unknown
SKD0100	ethernet	ignore	SysKonnect	SK-NET FDDI-FE EISA 32-Bit FDDI LAN	unknown
SKD0200	ethernet	ignore	SysKonnect	SK-NET G32+ EISA 32-Bit Ethernet/IEEE802.3	unknown
SKD8000	ethernet	ignore	SysKonnect	SK-NET Flash Ethernet	unknown
SKDD300	ethernet	ignore	SysKonnect	SK-NET TR4/16+ Token-Ring	unknown
SKDE000	ethernet	ignore	SysKonnect	SK-NET G16 LAN	unknown
SKDF000	ethernet	ignore	SysKonnect	SK-NET FDDI-FI LAN	unknown
SLI4161	scsi	sym53c	HP	Sym53c	unknown	
SMC0469	pcmcia	ignore	SMC	SwapBox Family Plug-and-Play PCMCIA controller	unknown
SMC1660	ethernet	ne2000	SMC	EZ Card (1660)	unknown
SMC8000	ethernet	ignore	SMC	SMC8232 Network Adapter	unknown
SMC8003	ethernet	ignore	SMC	EtherCard PLUS Elite	unknown
SMC8010	ethernet	ignore	SMC	EtherCard Elite Ultra 32	unknown
SMC8013	ethernet	ignore	SMC	EtherCard PLUS Elite16	unknown
SMC8115	ethernet	ignore	SMC	TokenCard Elite Family LAN Adapters	unknown
SMC8216	ethernet	ignore	SMC	EtherCard Elite16 ULTRA	unknown
SMC8416	ethernet	ignore	SMC	EtherEZ (8416)	unknown
SMC9000	ethernet	ignore	SMC	9000 Ethernet Adapter	unknown
SMCA010	ethernet	ignore	SMC	Ether 10/100 Fast Ethernet EISA Network Adapter	unknown
SML0933	unknown	unknown	Smile	MA0933	unknown
SML1414	unknown	unknown	Smile	CB1414VL	unknown
SML1706	unknown	unknown	Smile	CA1706M2	unknown
SML2011	unknown	unknown	Smile	CA2011M2	unknown
SML2111	unknown	unknown	Smile	CA2111M2	unknown
SML6013	unknown	unknown	Smile	CA6013DS	unknown
SML6719	unknown	unknown	Smile	CA6719	unknown
SML8819	unknown	unknown	Smile	MM/CA6536DL/SL(NF)	unknown
SNY0000	unknown	unknown	Sony	CPD-15SF2/SX1/17SF2/17SE2T/20SF2	unknown
SNY0050	unknown	unknown	Sony	CPD-100VS	unknown
SNY00E0	unknown	unknown	Sony	GDM-W900	unknown
SNY0170	unknown	unknown	Sony	GDM-17SE2T	unknown
SNY0270	unknown	unknown	Sony	CPD-200SF	unknown
SNY03A0	unknown	unknown	Sony	CPD-300SFT	unknown
SNY0570	unknown	unknown	Sony	CPD-200SX	unknown
SNY06A0	unknown	unknown	Sony	GDM-20SE2T	unknown
SNY8050	unknown	unknown	Sony	CPD-100SX	unknown
SRC0048	unknown	unknown	ShamRock	C072	unknown
SRC0066	unknown	unknown	ShamRock	C102	unknown
SRC0197	unknown	unknown	ShamRock	C407	unknown
SRC01F6	unknown	unknown	ShamRock	C502	unknown
SRC01F9	unknown	unknown	ShamRock	C505	unknown
